,Unnamed: 0,Unnamed: 0.1,Danceability,Mode,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),ID_CHECK,Song name,Artist,Album,ID,Class
242,23,23,0.715,0,0.641,5,-7.273,0.0516,0.457,1.87E-06,0.137,0.515,122.93,449613,2zTr8wJO9ZAYDJkpWC1Kpe,Kadhal Valarthen,Various Artists,Manmadhan (Original Motion Picture Soundtrack),2zTr8wJO9ZAYDJkpWC1Kpe,1
171,40,40,0.686,1,0.755,2,-8.903,0.0535,0.15,0,0.0951,0.758,92.983,285623,2MpoE0i9PwiQJX3N5ru9Hm,"Kanaa Kandenadi (From ""Parthipan Kanavu"")",Vidyasagar,Isai Virundhu - Vidyasagar,2MpoE0i9PwiQJX3N5ru9Hm,1
364,35,35,0.715,0,0.638,5,-5.577,0.0382,0.457,0.000194,0.115,0.29,89.976,300500,1c9KP5bpnMRVJs20ONXa5a,Endha Pakkam,Yuvan Shankar Raja,Dharmadurai (Original Motion Picture Soundtrack),1c9KP5bpnMRVJs20ONXa5a,0
121,14,14,0.676,0,0.415,10,-13.113,0.0353,0.263,0.000636,0.18,0.451,85.983,378640,5aKk6RzLzr8tRAivOgZb1W,Kaattrae En Vaasal (Wind) - Revival,A.R. Rahman,Rhythm (Original Motion Picture Soundtrack),5aKk6RzLzr8tRAivOgZb1W,1
0,34,34,0.61,1,0.864,2,-3.465,0.203,0.0833,0,0.0351,0.413,159.944,237750,11qgUXxN2YEGNOfDDUOT2K,Neeye Oli,Santhosh Narayanan,Sarpatta Parambarai (Original Motion Picture Soundtrack),11qgUXxN2YEGNOfDDUOT2K,3
350,173,42,0.516,1,0.405,7,-12.327,0.0424,0.152,3.44E-06,0.154,0.267,160.047,261948,4qIMmEjV8gaEsfZML9LALx,"Bodhai Kaname - From ""Oh Manapenne""",Vishal Chandrashekhar,"Bodhai Kaname (From ""Oh Manapenne"")",4qIMmEjV8gaEsfZML9LALx,0
731,181,57,0.643,1,0.478,0,-9.376,0.0274,0.569,0.000371,0.118,0.317,93.418,329840,6old0mA1IHi5lw2yLv3ri6,Dhimu Dhimu,Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),6old0mA1IHi5lw2yLv3ri6,0
95,155,18,0.755,0,0.719,6,-1.461,0.0297,0.654,1.57E-06,0.0984,0.807,104.042,297324,37oJGIPo6iCyXSrWuLjHbH,Kaadhal kaditham,A.R. Rahman,Jodi (Original Motion Picture Soundtrack),37oJGIPo6iCyXSrWuLjHbH,1
691,59,59,0.698,0,0.398,4,-13.309,0.124,0.625,5.60E-05,0.15,0.647,141.997,138592,0bD9ov6Dxadjd08uH7O6rB,"Aval Parandhu Ponaaley - From ""Navarasa""",Karthik,"Aval Parandhu Ponaaley (From ""Navarasa"")",0bD9ov6Dxadjd08uH7O6rB,2
480,268,49,0.804,1,0.921,0,-3.036,0.0884,0.0231,2.06E-06,0.361,0.501,120.002,176466,2IwpPKgQGzXIjGdJza2chX,"Muqabla (From ""Street Dancer 3D"") [Tamil]",Yash Narvekar,"Muqabla (From ""Street Dancer 3D"") [Tamil]",2IwpPKgQGzXIjGdJza2chX,1
42,4,4,0.576,1,0.836,4,-3.666,0.047,0.0917,2.74E-05,0.447,0.481,90.04,217934,19PknyOL6OWvABerPEyweT,Neruppu Da,Santhosh Narayanan,Kabali (Original Motion Picture Soundtrack),19PknyOL6OWvABerPEyweT,3
93,213,76,0.412,1,0.367,0,-13.009,0.0531,0.434,1.35E-06,0.0427,0.367,167.752,287120,0nQkNBxQrbZZgt7BKtW7GF,Chithirai Nilavu,A.R. Rahman,Vandicholai Chinnarasu (Orignal Motion Picture Soundtrack),0nQkNBxQrbZZgt7BKtW7GF,1
507,104,104,0.808,1,0.767,8,-6.19,0.126,0.532,0.01,0.0681,0.566,128.034,275391,1LReaQBiNGwluyu18twdUU,Ur My Darling,Thaman S,Vaaloo (Original Motion Picture Soundtracks),1LReaQBiNGwluyu18twdUU,0
479,223,4,0.635,0,0.823,7,-5.437,0.153,0.0261,0,0.0481,0.457,151.047,202608,4HdzYTQiouB9BVYX7JOrhh,"Jalabulajangu (From ""Don"")",Anirudh Ravichander,"Jalabulajangu (From ""Don"")",4HdzYTQiouB9BVYX7JOrhh,1
420,237,18,0.761,1,0.917,9,-4.049,0.115,0.305,0.918,0.0603,0.926,74.995,268400,5zDRx2IlpoiNHBpmG4btVN,"Per Vachaalum Vaikkaama (From ""Dikkiloona"")",Yuvan Shankar Raja,"Per Vachaalum Vaikkaama (From ""Dikkiloona"")",5zDRx2IlpoiNHBpmG4btVN,1
6,17,17,0.601,0,0.92,10,-2.313,0.146,0.419,0,0.263,0.493,86.976,222164,1fERvpF9968go72c3GRksb,Meesaya Murukku,Hiphop Tamizha,Meesaya Murukku (Original Motion Picture Soundtrack),1fERvpF9968go72c3GRksb,3
685,0,0,0.628,0,0.551,0,-6.841,0.0612,0.394,0,0.178,0.385,136.899,315213,4HDzsx1dJKbuL0YkffBuBm,Thodu Vaanam,Harris Jayaraj,Anegan (Original Motion Picture Soundtrack),4HDzsx1dJKbuL0YkffBuBm,2
448,108,108,0.601,1,0.61,8,-8.09,0.034,0.62,0.00446,0.182,0.615,87.441,254398,5VF9jpIbk9j1humjVSu2Wl,Azhaipaya Azhaipaya,Thaman S,Kadhalil Sodhapuvadhu Yeppadi (Original Motion Picture Soundtrack),5VF9jpIbk9j1humjVSu2Wl,1
53,131,72,0.698,0,0.639,2,-8.228,0.0433,0.417,2.10E-05,0.135,0.617,139.89,340653,2I01Zy3ZYKQyqt860zsDUI,Mazhi Peyyum,Ganesh Raghavendra,Renigunta (Original Motion Picture Soundtrack),2I01Zy3ZYKQyqt860zsDUI,0
197,121,62,0.813,1,0.792,0,-7.361,0.0378,0.0394,0.000137,0.0802,0.867,108.04,259593,1kcnO1IwJssenzdaxq50RK,Chennai-Senthamizh maranthen,Srikanth Deva,M.Kumaran Son of Mahalakshmi (Original Motion Picture Soundtrack),1kcnO1IwJssenzdaxq50RK,1
433,64,64,0.8,0,0.624,0,-7.431,0.0351,0.339,3.54E-06,0.1,0.776,122.043,278971,4ptumVX2K6QkvRAcVxRWpS,Nenjil Mamazhai,Darbuka Siva,Nimir (Original Motion Picture Soundtrack),4ptumVX2K6QkvRAcVxRWpS,0
25,2,2,0.611,1,0.824,2,-7.147,0.0808,0.0149,4.45E-06,0.372,0.538,79.967,225757,1Zn2q9DxG7v9l8eNXjZygH,Katravai Patravai,Santhosh Narayanan,Kaala (Tamil) (Original Motion Picture Soundtrack),1Zn2q9DxG7v9l8eNXjZygH,3
608,41,41,0.558,0,0.705,7,-4.149,0.034,0.0779,0,0.136,0.428,173.987,280000,4yiRdnfoc94dU7dd41YzrX,Munnal Kadhali,D. Imman,Miruthan (Original Motion Picture Soundtrack),4yiRdnfoc94dU7dd41YzrX,2
429,239,20,0.7,0,0.954,5,-5.73,0.0946,0.206,3.10E-06,0.0629,0.795,87.996,259091,41yDmY8tDmRgqDDSwR3Su0,Vaada Thambi,D. Imman,Etharkkum Thunindhavan (Original Motion Picture Soundtrack),41yDmY8tDmRgqDDSwR3Su0,1
582,155,31,0.253,1,0.306,2,-14.22,0.0388,0.671,0,0.11,0.159,92.189,235781,4wGL8KDttRmfTpDdDQS13D,Kaalame,A.R. Rahman,Bigil [Original Motion Picture Soundtrack (Additional Songs)],4wGL8KDttRmfTpDdDQS13D,2
770,67,67,0.321,0,0.313,7,-11.555,0.0302,0.917,0.00673,0.114,0.255,161.876,172125,0zRMoH0hVNGD6p7pvIwLAi,Love Polladhadhu,Sean Roldan,Mehandi Circus (Original Motion Picture Soundtrack),0zRMoH0hVNGD6p7pvIwLAi,0
50,29,29,0.746,1,0.649,0,-7.257,0.0748,0.177,0.00129,0.106,0.366,139.936,226286,0isq7Db3QPV3NaSLoiwYGa,Dhushta,Santhosh Narayanan,Iraivi (Original Motion Picture Soundtrack),0isq7Db3QPV3NaSLoiwYGa,3
609,62,62,0.82,0,0.785,5,-4.003,0.158,0.59,1.79E-05,0.372,0.894,140.013,259293,2VGs7EmaIxq96Wcog6DQOc,Why This Kolaveri Di? - The Soup of Love,Anirudh Ravichander,Why This Kolaveri Di? (The Soup of Love),2VGs7EmaIxq96Wcog6DQOc,1
499,127,127,0.583,1,0.696,0,-5.457,0.0745,0.158,0,0.135,0.707,180.046,240773,60Xc3m5YMJlKWwhCUzRMoU,Nee Yeppo Pulla,D. Imman,Kumki (Original Motion Picture Soundtrack),60Xc3m5YMJlKWwhCUzRMoU,2
504,91,91,0.691,0,0.687,0,-3.963,0.0655,0.378,0.00547,0.15,0.882,89.899,274053,2BB7wu5jJxxAEH9DKC5Mm4,En Idhayam,Devi Sri Prasad,Singam (Original Motion Picture Soundtrack),2BB7wu5jJxxAEH9DKC5Mm4,0
442,137,6,0.556,1,0.521,6,-10.806,0.0321,0.641,0.000543,0.102,0.353,127.947,332702,4oNVmnywnXguyk76wkMuIb,Mudhal Nee Mudivum Nee Title Track,Darbuka Siva,Mudhal Nee Mudivum Nee (Original Motion Picture Soundtrack),4oNVmnywnXguyk76wkMuIb,0
562,71,0,0.691,1,0.579,7,-10.984,0.0593,0.0513,0,0.0603,0.409,93.026,341519,0rmFz3iFgvMGxEWv5YZRJT,Anbay,Kadhal Desam,Kadhal Desam,0rmFz3iFgvMGxEWv5YZRJT,2
712,55,55,0.829,1,0.642,0,-6.256,0.0719,0.271,0,0.34,0.709,138.007,314360,1Xy7rlgMjkoWlwUSEk5sA4,Venaam Machan,Harris Jayaraj,Oru Kal Oru Kannadi (Original Motion Picture Soundtrack),1Xy7rlgMjkoWlwUSEk5sA4,1
431,128,128,0.873,1,0.613,2,-6.687,0.0384,0.0632,1.09E-05,0.113,0.743,116.025,264680,48nFgoHAInfntPHDkcqOdH,Vaan Engum Nee Minna,Harris Jayaraj,Endrendrum Punnagai (Original Motion Picture Soundtrack),48nFgoHAInfntPHDkcqOdH,1
413,116,116,0.928,1,0.661,2,-7.341,0.0464,0.165,0.00104,0.338,0.584,129.029,276653,0T6z2mf5tb3kv208JXgPj9,Nangaai,Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),0T6z2mf5tb3kv208JXgPj9,1
535,260,41,0.63,1,0.974,7,-4.507,0.111,0.153,0.838,0.115,0.454,102.032,206471,7uMf1DQzEMqgJOSQgc5K2Y,"Vaathi Kabaddi (From ""Master"")",Vidyasagar,"Vaathi Kabaddi (From ""Master"")",7uMf1DQzEMqgJOSQgc5K2Y,3
167,110,51,0.746,0,0.596,6,-12.002,0.0668,0.453,9.11E-05,0.114,0.925,95.003,323253,1GNR7E5uYwU9GEFhUnjTKX,Chanakya Chanakya,Deva,Dum (Original Background Score),1GNR7E5uYwU9GEFhUnjTKX,1
521,241,22,0.749,0,0.863,6,-6.287,0.215,0.417,0,0.108,0.506,119.937,239750,36d0fy3TbyWFR4mth7hpVd,Yaathi Yaathi,Abhishek C S,Yaathi Yaathi,36d0fy3TbyWFR4mth7hpVd,1
23,27,27,0.514,1,0.953,9,-6.039,0.321,0.0788,0,0.198,0.475,179.996,210750,6srIDOUp5CChsiWlNqXXKI,Nada Da Raja,Various Artists,Velai Illa Pattadhaari 2 (Original Motion Picture Soundtrack),6srIDOUp5CChsiWlNqXXKI,3
361,178,47,0.7,1,0.631,2,-8.377,0.212,0.325,0.000246,0.376,0.49,78.924,246000,2b4nWymybHj38A6XtQijiA,"Kaattu Payale (From ""Soorarai Pottru"")",G. V. Prakash,"Kaattu Payale (From ""Soorarai Pottru"")",2b4nWymybHj38A6XtQijiA,1
666,42,42,0.685,1,0.657,9,-7.76,0.0355,0.191,4.99E-06,0.109,0.307,91.982,305217,7bBE2Q4cUQUMWGEPvloyVp,Naan Varuvean,Justin Prabhakaran,Dear Comrade,7bBE2Q4cUQUMWGEPvloyVp,2
41,43,43,0.409,1,0.529,2,-11.173,0.0593,0.156,0.758,0.081,0.146,180.013,113001,1VazemXN4V7m3JVvMYSd6g,Night Is Dark,Sam C.S.,Kaithi (Original Background Score),1VazemXN4V7m3JVvMYSd6g,3
260,19,19,0.596,1,0.811,4,-6.742,0.0547,0.4,0,0.176,0.302,88.989,327513,41CwLFnWlKLqE9J7Whsumd,Vizhigalin Aruginil,Various Artists,Azhagiya Theeyae (Original Motion Picture Soundtrack),41CwLFnWlKLqE9J7Whsumd,1
692,70,70,0.47,1,0.917,7,-4.697,0.204,0.643,2.03E-06,0.121,0.802,69.776,272093,2wl41MwsymrIt2oceqdFgP,Indha Ponnungalae,D. Imman,Varuthapadatha Vaalibar Sangam (Original Motion Picture Soundtrack),2wl41MwsymrIt2oceqdFgP,1
80,141,4,0.755,1,0.517,7,-9.557,0.0283,0.115,1.83E-06,0.109,0.292,104.015,413425,4g9VvOS1WpFp2FZVSzvIZA,Poovukkul,A.R. Rahman,Jeans (Original Motion Picture Soundtrack),4g9VvOS1WpFp2FZVSzvIZA,1
586,57,57,0.579,0,0.835,9,-4.436,0.193,0.311,4.47E-06,0.216,0.437,124.083,267222,3Ss0h6wRTuYwnIPXOYa9bs,Daavuya,Anirudh Ravichander,Remo (Original Motion Picture Soundtrack),3Ss0h6wRTuYwnIPXOYa9bs,2
3,5,5,0.871,1,0.861,7,-5.905,0.234,0.152,0.0034,0.311,0.741,94.847,204681,5a9PH1WkqkAvC0HV4lbdOU,Kodi Parakkudha,Santhosh Narayanan,Kodi (Original Motion Picture Soundtrack),5a9PH1WkqkAvC0HV4lbdOU,3
660,122,51,0.713,0,0.449,4,-5.684,0.0319,0.832,0,0.192,0.451,130.349,241536,05LxZl9PXxdUbQGZgFuuBm,Pottu Vachadarru,Ilaiyaraaja,Rajakumaran,05LxZl9PXxdUbQGZgFuuBm,2
527,125,125,0.75,0,0.616,9,-7.868,0.0371,0.244,0,0.0643,0.52,91.97,355147,3zWVC5SSZ1EhRBGk3qABsK,Azhage Azhage,Harris Jayaraj,Oru Kal Oru Kannadi (Original Motion Picture Soundtrack),3zWVC5SSZ1EhRBGk3qABsK,1
387,186,55,0.669,0,0.606,6,-9.284,0.0429,0.204,0,0.372,0.653,119.998,304000,2gqapLp6Br7jcR1QQNBVFz,"Veyyon Silli (From ""Soorarai Pottru"")",G. V. Prakash,"Veyyon Silli (From ""Soorarai Pottru"")",2gqapLp6Br7jcR1QQNBVFz,1
255,210,73,0.579,1,0.286,6,-17.715,0.0378,0.824,1.11E-06,0.115,0.468,81.416,264440,5GTehHGjk2REUcg4XMd6mb,Kannukku Mai Azhagu - Male,A.R. Rahman,Pudhiya Mugam (Original Motion Picture Soundtrack),5GTehHGjk2REUcg4XMd6mb,0
348,98,98,0.698,0,0.67,5,-9.005,0.0601,0.771,9.19E-06,0.114,0.428,137.893,206572,1omyi5l6U0ZYROUS25EOrk,Orey Oar Ooril,Maragadamani,Baahubali 2 - The Conclusion,1omyi5l6U0ZYROUS25EOrk,0
528,97,97,0.58,1,0.697,4,-7.387,0.0413,0.121,0.000116,0.111,0.277,120.017,390805,5SgReZZHzHj9mUzJWBBvr4,Aye Sinamika,A.R. Rahman,O Kadhal Kanmani (Original Motion Picture Soundtrack),5SgReZZHzHj9mUzJWBBvr4,0
444,244,25,0.718,1,0.882,0,-5.491,0.145,0.149,0.000545,0.0255,0.644,87.51,236057,0DY2T4yHZ0hvXrtWkG0itF,Eyy Beta Idhu En Patta,Devi Sri Prasad,Pushpa - The Rise,0DY2T4yHZ0hvXrtWkG0itF,1
671,224,39,0.695,0,0.387,0,-9.315,0.043,0.73,0.000165,0.0823,0.58,130.09,263398,5b7EnpWDK0LAWUXZlq1Lu2,Aagaasa Nilavu,N.R. Raghunanthan,Manja Pai (Original Motion Picture Soundtrack),5b7EnpWDK0LAWUXZlq1Lu2,2
344,88,88,0.595,1,0.279,9,-8.837,0.03,0.786,0.000313,0.138,0.204,115.92,230269,3eLF7e1ODaSX82yKUOuV3i,Aasai Oru Pulveli,Santhosh Narayanan,Atta Kathi (Original Motion Picture Soundtrack),3eLF7e1ODaSX82yKUOuV3i,0
670,144,20,0.596,0,0.509,11,-9.96,0.0298,0.374,0.000543,0.0964,0.479,89.903,366476,3KDbyyt2mJ0f9DPqqegHAX,Unakku Naan Erupen,Joshva Sridar,Kaadhal (Original Motion Picture Soundtrack),3KDbyyt2mJ0f9DPqqegHAX,2
702,104,33,0.458,0,0.44,9,-8.924,0.0287,0.619,0.042,0.157,0.561,185.968,346333,7hXpG7nAwWspR8Mssniov4,O Venilla,Deva,Ninaivirukkum Varai (Original Motion Picture Soundtrack),7hXpG7nAwWspR8Mssniov4,2
391,26,26,0.632,1,0.629,1,-7.392,0.0354,0.151,0.00382,0.114,0.456,87.998,245889,4NQBqInyE7zvjIiP4j1dmy,Sirikkadhey,Anirudh Ravichander,Remo (Original Motion Picture Soundtrack),4NQBqInyE7zvjIiP4j1dmy,1
628,145,21,0.787,1,0.388,0,-9.631,0.0327,0.0467,2.33E-05,0.113,0.762,114.955,155480,6za4Yd70PSnqDKFFgILoyR,Natpukulle,Yuvan Shankar Raja,Chennai-600028 (Original Motion Picture Soundtrack),6za4Yd70PSnqDKFFgILoyR,0
170,9,9,0.609,0,0.759,10,-9.422,0.0336,0.245,2.84E-05,0.207,0.802,141.126,356942,6vZj02bcQqLTYRAi4jRkw7,Munbe Vaa,A.R. Rahman,Silunu Oru Kadhal,6vZj02bcQqLTYRAi4jRkw7,1
224,34,34,0.725,1,0.675,2,-7.491,0.0758,0.076,0.0135,0.0845,0.722,180.046,334080,4scIz1Yz2OindkovZsMe7Z,Kadhal Vanthathum,Vidyasagar,Poovellam Unn Vaasam (Original Motion Picture Soundtrack),4scIz1Yz2OindkovZsMe7Z,1
591,160,36,0.534,1,0.399,10,-8.84,0.0267,0.81,0.000603,0.171,0.212,108.883,357560,72L76gSR9yAkjSRlsj15Sz,Sattru Munbu,Ilaiyaraaja,Neethaane En Ponvasantham (Original Motion Picture Soundtrack),72L76gSR9yAkjSRlsj15Sz,2
751,141,17,0.234,1,0.319,5,-7.871,0.0343,0.684,0.000235,0.362,0.221,80.897,238000,3DyBf2rPl3ZsRh3pFdn5mG,Naalu Nimisham,G. V. Prakash,Soorarai Pottru (Original Motion Picture Soundtrack),3DyBf2rPl3ZsRh3pFdn5mG,0
409,76,76,0.69,0,0.53,9,-8.95,0.0327,0.412,4.97E-06,0.116,0.307,95.971,327067,6dOmP7QmrdpsiEA8omsOEt,Thee Illai,Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),6dOmP7QmrdpsiEA8omsOEt,0
579,13,13,0.472,1,0.937,9,-5.464,0.0639,0.375,0.000101,0.325,0.324,179.999,246726,5gBa7yfdEUKrpJbhAygKRs,"Vaadi Pulla Vaadi - From ""Meesaya Murukku""",Hiphop Tamizha,"Vaadi Pulla Vaadi (From ""Meesaya Murukku"")",5gBa7yfdEUKrpJbhAygKRs,2
457,230,11,0.775,0,0.836,10,-5.514,0.0912,0.0478,0.00555,0.0797,0.704,96.952,284503,3ag1ImLPQDHjng5UogKWKd,"Mosalo Mosalu - From ""The Legend""",Harris Jayaraj,"Mosalo Mosalu (From ""The Legend"")",3ag1ImLPQDHjng5UogKWKd,1
432,121,121,0.599,0,0.79,11,-5.502,0.214,0.36,2.28E-06,0.119,0.817,79.944,228107,201Jot6JmkxQQD1iZEaK8d,Nijamellam Maranthupochu,Anirudh Ravichander,Ethir Neechal (Original Motion Picture Soundtrack),201Jot6JmkxQQD1iZEaK8d,1
473,201,70,0.526,0,0.701,5,-6.574,0.0552,0.444,2.74E-06,0.0883,0.683,79.744,312280,3ywjIbXWgG5Vjom6zhA2aP,Velicha Poove,Anirudh Ravichander,Ethir Neechal (Original Motion Picture Soundtrack),3ywjIbXWgG5Vjom6zhA2aP,0
744,176,52,0.573,0,0.549,0,-4.448,0.0269,0.269,8.97E-05,0.383,0.311,113.99,224107,3Vjfh7FoOIg6lRDsFNbVv7,Vaanam,Yuvan Shankar Raja,Vaanam (Original Motion Picture Soundtrack),3Vjfh7FoOIg6lRDsFNbVv7,2
649,211,26,0.553,1,0.535,2,-8.068,0.0528,0.307,1.06E-06,0.264,0.42,179.953,211880,2VMWPvcXvmNvWjMTTXhZdG,Oru Vellai Sotrukkaga,Vijay Antony,Pichaikkaran (Original Motion Picture Soundtrack),2VMWPvcXvmNvWjMTTXhZdG,2
451,227,8,0.44,0,0.985,10,-3.714,0.149,0.369,0.0264,0.0789,0.75,160.072,214496,61LeFCT6Nnkv55AiSgZCre,"Naattu Koothu (From ""Rrr"")",Rahul Sipligunj,"Naattu Koothu (From ""Rrr"")",61LeFCT6Nnkv55AiSgZCre,1
322,129,129,0.804,0,0.784,9,-5.441,0.0356,0.139,0.000562,0.0685,0.791,123.971,284653,6EicSxPSvApCmLMYxLqy00,Akila Akila,Harris Jayaraj,Oru Kal Oru Kannadi (Original Motion Picture Soundtrack),6EicSxPSvApCmLMYxLqy00,1
566,196,11,0.527,0,0.535,11,-6.825,0.0282,0.557,0,0.148,0.158,93.021,209032,4Ndcwn2iAt1MdU6lpw24ZQ,Marappadhilai Nenje - Additional Song,Leon James,Oh My Kadavule (Original Background Score + Additional Songs),4Ndcwn2iAt1MdU6lpw24ZQ,0
298,101,101,0.789,0,0.851,1,-6.831,0.0376,0.0726,1.07E-05,0.101,0.598,107.005,323573,34UIACMGAJw6PKsLA2k3Gx,Theeyae Theeyae,Harris Jayaraj,Maattrraan (Original Motion Picture Soundtrack),34UIACMGAJw6PKsLA2k3Gx,1
101,11,11,0.797,1,0.452,10,-8.325,0.0271,0.275,6.45E-05,0.075,0.661,104.998,322013,3IpEJ86hrMfUcoXCk9U4h3,Kangal Irandal,James Vasanthan,Subramaniapuram (Original Motion Picture Soundtrack),3IpEJ86hrMfUcoXCk9U4h3,1
656,151,27,0.285,0,0.124,6,-20.929,0.0366,0.963,0.931,0.202,0.0708,133.536,74000,0MoQA4faIDEMO2AEUTDTzQ,Ne Eppa Varuva Appa,Sam C.S.,Kaithi (Original Sound Track),0MoQA4faIDEMO2AEUTDTzQ,0
687,192,7,0.449,0,0.802,10,-5.55,0.1,0.22,0,0.0654,0.741,86.086,209640,24GlSNySJ9tAwkvZPuVb63,Udhungada Sangu,Anirudh Ravichander,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),24GlSNySJ9tAwkvZPuVb63,1
643,52,52,0.461,0,0.4,5,-7.277,0.0341,0.392,0,0.177,0.416,182.857,249077,4Jx9JX7oeFCUQ63tGLHI7n,Edharkadi - Male,Radhan,Adithya Varma,4Jx9JX7oeFCUQ63tGLHI7n,2
90,100,41,0.789,0,0.496,4,-11.669,0.0387,0.132,0,0.12,0.96,120.035,285093,4f7VyLSvkYoMelwYrSyGwQ,Perunthil Nee Enakku,Dhina,Pori (Original Motion Picture Soundtrack),4f7VyLSvkYoMelwYrSyGwQ,0
653,83,12,0.294,0,0.434,7,-11.092,0.0413,0.202,2.77E-06,0.122,0.172,85.988,299353,0zwwS5Cd5NaI7WWBpC8blM,Veesum Kaatrukku,Various Artists,Ullasam (Original Motion Picture Soundtrack),0zwwS5Cd5NaI7WWBpC8blM,1
129,37,37,0.467,0,0.662,4,-5.783,0.112,0.462,0,0.0994,0.45,93.743,368333,0boz1twDCLAVifLgoxSKJb,Unn Perai Sollum,Vijay Antony,Angadi Theru (Original Motion Picture Soundtrack),0boz1twDCLAVifLgoxSKJb,1
752,64,64,0.253,0,0.132,9,-12.718,0.035,0.992,0.0911,0.112,0.191,81.91,144422,3hPCWHbxe2tplcTkZByG9c,Yean,Govind Vasantha,96 (Original Motion Picture Soundtrack),3hPCWHbxe2tplcTkZByG9c,2
188,137,0,0.857,0,0.205,10,-17.393,0.0744,0.00654,0.00024,0.101,0.728,77.003,289306,1eUIhOKYG45Jz7xIdcNlbn,Kathalikkum Penin Kaikal,A.R. Rahman,Kaadhalan,1eUIhOKYG45Jz7xIdcNlbn,1
435,112,112,0.69,1,0.728,5,-7.564,0.0486,0.335,0.0834,0.0546,0.664,87.02,332587,5KZyOG8LZsBrHjuEdNyZHa,Omana Penne,A.R. Rahman,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),5KZyOG8LZsBrHjuEdNyZHa,1
426,208,77,0.713,0,0.615,11,-7.648,0.138,0.341,1.55E-06,0.0608,0.807,135.017,249671,09Z6o1yu596HJAwWZxTz4m,Othaiyadi Pathayila,Dhibu Ninan Thomas,Kanaa (Original Motion Picture Soundtrack),09Z6o1yu596HJAwWZxTz4m,1
122,68,9,0.765,0,0.397,5,-11.501,0.0457,0.303,0.00145,0.0993,0.508,134.996,286560,3GoPqEYzMI9pKA1SeLJWp8,Aarariraro,Yuvan Shankar Raja,Raam (Original Motion Picture Soundtrack),3GoPqEYzMI9pKA1SeLJWp8,0
749,82,11,0.498,1,0.193,2,-16.05,0.0305,0.536,0,0.0836,0.116,131.143,297169,68YRDduKLy0DFKp2RWd9VS,O Vennilla,Kadhal Desam,Kadhal Desam,68YRDduKLy0DFKp2RWd9VS,2
274,20,20,0.538,0,0.399,1,-16.313,0.0506,0.415,0.00327,0.406,0.58,175.996,358560,7AkzozQlhMtap4UReNhFKJ,Pachai Nirame,A.R. Rahman,Alaipayuthey (Original Motion Picture Soundtrack),7AkzozQlhMtap4UReNhFKJ,1
72,92,33,0.474,1,0.548,11,-8.614,0.331,0.237,0,0.0791,0.676,193.671,341387,1n5gnI3Wue9WBpYFOIQNh1,Mundhinam,Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),1n5gnI3Wue9WBpYFOIQNh1,1
530,242,23,0.696,1,0.969,7,-1.951,0.147,0.0681,0.0169,0.0747,0.298,195.038,214577,56kHBD2biMor1AHSCE40bA,Uruttu,Vivek - Mervin,"Uruttu (From ""Enna Solla Pogirai"")",56kHBD2biMor1AHSCE40bA,1
724,48,48,0.544,0,0.535,3,-5.986,0.0329,0.857,0,0.11,0.236,139.433,291613,5zlnj81hq0LuJHIPUkJO6q,Thoovaanam - Reprise,D. Imman,Romeo Juliet (Original Motion Picture Soundtrack),5zlnj81hq0LuJHIPUkJO6q,2
422,194,63,0.747,0,0.86,6,-4.071,0.279,0.301,0.0383,0.0743,0.625,90.445,194500,0qvoxfYodIfe14gaidhnsV,Andha Kanna Paathaakaa,Anirudh Ravichander,Master (Original Motion Picture Soundtrack),0qvoxfYodIfe14gaidhnsV,1
32,6,6,0.562,1,0.796,7,-7.407,0.0612,0.00446,1.07E-06,0.149,0.614,150.062,112405,5F6QjI9stjXP8yNzu60SEP,The Theri Theme,Anirudh Ravichander,Vedalam (Original Motion Picture Soundtrack),5F6QjI9stjXP8yNzu60SEP,3
536,12,12,0.471,0,0.453,4,-8.354,0.0971,0.275,4.02E-05,0.244,0.587,116.013,315493,6Ro16W3cg8dg7um9aRLWAj,Yaar Indha Saalai Oram,G. V. Prakash,Thalaivaa (Original Motion Picture Soundtrack),6Ro16W3cg8dg7um9aRLWAj,1
297,156,25,0.301,0,0.248,4,-12.885,0.0332,0.926,0.0373,0.051,0.0689,94.637,193666,09d7oLdf8yepEkOh6XXRf3,"Kaathalae Kaathalae - From ""96""",Govind Vasantha,"Kaathalae Kaathalae (From ""96"")",09d7oLdf8yepEkOh6XXRf3,0
355,17,17,0.594,1,0.53,0,-6.491,0.0343,0.677,0,0.108,0.32,139.878,228214,1hhLL2eWsnPtYCdDjbiRIU,Thaarame Thaarame,Ghibran,Kadaram Kondan,1hhLL2eWsnPtYCdDjbiRIU,0
